1	2643
2	2190
3	1792
4	1591
5	1415
6	1174
7	955
8	819
9	807
10	679
11	663
12	618
13	610
14	580
15	570
16	561
17	566
18	568
19	567
20	572
21	567
22	570
23	572
24	573
25	571
26	570
27	577
28	575
29	577
30	570
31	574
32	573
33	572
34	572
35	578
36	575
37	572
38	572
39	577
40	582
41	571
42	572
43	577
44	573
45	577
46	577
47	578
48	571
49	576
50	575
51	577
52	571
53	575
54	572
55	574
56	577
57	576
58	576
59	570
60	572
61	575
62	573
63	573
64	571
65	575
66	573
67	576
68	576
69	575
70	577
71	572
72	575
73	576
74	574
75	573
76	578
77	571
78	574
79	572
80	573
81	572
82	576
83	578
84	574
85	573
86	579
87	576
88	578
89	574
90	575
91	578
92	572
93	572
94	576
95	581
96	566
97	579
98	578
99	575
100	573
101	572
102	575
103	580
104	579
105	576
106	572
107	584
108	571
109	574
110	578
111	572
112	577
113	578
114	574
115	578
116	579
117	574
118	573
119	578
120	572
121	576
122	576
123	580
124	575
125	573
126	582
127	575
128	576
129	574
130	576
131	576
132	571
133	573
134	576
135	576
136	577
137	567
138	580
139	580
140	577
141	577
142	576
143	575
144	576
145	572
146	576
147	575
148	579
149	576
150	575
151	577
152	574
153	573
154	578
155	578
156	573
157	576
158	573
159	577
160	572
161	573
162	577
163	578
164	572
165	575
166	577
167	569
168	576
169	572
170	574
171	575
172	572
173	572
174	577
175	578
176	575
177	580
178	574
179	579
180	573
181	572
182	573
183	573
184	576
185	572
186	580
187	571
188	578
189	577
190	576
191	578
192	576
193	577
194	574
195	577
196	583
197	575
198	577
199	578
200	572
201	573
202	575
203	580
204	578
205	576
206	576
207	574
208	576
209	573
210	577
211	576
212	577
213	574
214	583
215	575
216	574
217	571
218	577
219	574
220	571
221	576
222	575
223	573
224	574
225	571
226	574
227	576
228	571
229	571
230	578
231	575
232	578
233	578
234	575
235	576
236	579
237	571
238	578
239	575
240	575
241	578
242	578
243	577
244	572
245	577
246	580
247	578
248	576
249	575
250	579
251	571
252	575
253	575
254	574
255	572
256	576
257	570
258	577
259	573
260	576
261	572
262	576
263	578
264	573
265	571
266	576
267	575
268	575
269	576
270	574
271	575
272	573
273	567
274	578
275	575
276	578
277	567
278	576
279	578
280	576
281	568
282	572
283	576
284	576
285	577
286	576
287	578
288	573
289	573
290	582
291	578
292	578
293	575
294	579
295	572
296	573
297	576
298	576
299	584
300	580
301	576
302	577
303	578
304	577
305	577
306	577
307	577
308	576
309	571
310	577
311	578
312	575
313	579
314	581
315	576
316	574
317	573
318	579
319	581
320	578
321	575
322	576
323	576
324	577
325	575
326	575
327	580
328	571
329	569
330	575
331	577
332	573
333	576
334	577
335	579
336	576
337	572
338	579
339	578
340	580
341	577
342	583
343	577
344	572
345	573
346	575
347	577
348	571
349	576
350	574
351	579
352	575
353	580
354	573
355	575
356	577
357	570
358	571
359	571
360	578
361	571
362	576
363	584
364	573
365	572
366	577
367	575
368	581
369	579
370	573
371	577
372	577
373	575
374	575
375	576
376	575
377	578
378	578
379	572
380	578
381	574
382	572
383	583
384	574
385	574
386	579
387	576
388	576
389	574
390	578
391	580
392	569
393	571
394	576
395	576
396	571
397	575
398	575
399	576
400	574
401	575
402	576
403	577
404	571
405	569
406	576
407	573
408	574
409	572
410	574
411	575
412	580
413	575
414	574
415	569
416	570
417	575
418	576
419	576
420	575
421	572
422	568
423	575
424	578
425	578
426	572
427	574
428	572
429	571
430	577
431	582
432	571
433	576
434	572
435	575
436	574
437	573
438	575
439	578
440	576
441	575
442	575
443	578
444	570
445	576
446	577
447	577
448	572
449	572
450	573
451	572
452	574
453	575
454	577
455	578
456	578
457	564
458	577
459	582
460	576
461	571
462	574
463	578
464	572
465	573
466	577
467	578
468	572
469	573
470	579
471	576
472	571
473	572
474	574
475	578
476	580
477	570
478	577
479	579
480	577
481	574
482	579
483	573
484	577
485	576
486	576
487	578
488	576
489	575
490	574
491	577
492	576
493	576
494	575
495	575
496	573
497	571
498	580
499	576
500	576
501	570
502	575
503	583
504	575
505	574
506	578
507	576
508	572
509	574
510	574
511	576
512	571
513	577
514	576
515	572
516	570
517	572
518	579
519	573
520	577
521	569
522	578
523	576
524	572
525	574
526	577
527	573
528	574
529	572
530	574
531	573
532	573
533	569
534	581
535	573
536	571
537	575
538	574
539	574
540	575
541	571
542	577
543	579
544	576
545	567
546	575
547	576
548	575
549	576
550	581
551	575
552	581
553	573
554	575
555	572
556	580
557	574
558	576
559	571
560	579
561	573
562	576
563	578
564	577
565	575
566	574
567	578
568	575
569	573
570	579
571	573
572	576
573	575
574	579
575	577
576	577
577	571
578	576
579	575
580	575
581	575
582	576
583	576
584	574
585	574
586	578
587	580
588	575
589	571
590	573
591	572
592	575
593	573
594	578
595	578
596	576
597	573
598	574
599	574
600	573
601	576
602	573
603	578
604	574
605	576
606	577
607	570
608	578
609	569
610	575
611	572
612	572
613	573
614	576
615	575
616	577
617	570
618	575
619	575
620	574
621	571
622	583
623	573
624	576
625	574
626	578
627	579
628	575
629	573
630	576
631	575
632	578
633	576
634	576
635	576
636	577
637	572
638	574
639	575
640	574
641	576
642	573
643	576
644	579
645	570
