LED3_2,,LED3_3,,LED3_4,,LED3_5,,LED3_6,,LED3_7,,LED3_8,,LED3_9,,LED3_10,,LED3_11,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
305,0.05086728558,305,0.6104074717,305,1.119080305,305,3.10290432,305,167.7094421,305,51.12162399,305,1.373416781,305,1.882089615,305,2.695966244,305,3.306373835,
305.9299927,0.05086728558,305.9299927,0.5595401525,305.9299927,1.220814943,305.9299927,2.848568201,305.9299927,144.5139618,305.9299927,43.03372574,305.9299927,1.271682262,305.9299927,1.627753139,305.9299927,2.085558891,305.9299927,2.797700644,
307.0299988,0.1017345712,307.0299988,0.6104074717,307.0299988,0.9156111479,307.0299988,2.594231606,307.0299988,128.3381805,307.0299988,38.91347504,307.0299988,1.271682262,307.0299988,1.4751513,307.0299988,1.831222296,307.0299988,2.187293291,
307.9599915,0.1017345712,307.9599915,0.4578055739,307.9599915,0.9664784074,307.9599915,2.034691334,307.9599915,114.6039963,307.9599915,34.08108139,307.9599915,1.068212986,307.9599915,1.52601862,307.9599915,1.780354977,307.9599915,2.390762568,
309.0599976,0.1017345712,309.0599976,0.4578055739,309.0599976,0.7630093098,309.0599976,1.780354977,309.0599976,97.2073822,309.0599976,28.63828278,309.0599976,0.7630093098,309.0599976,1.220814943,309.0599976,1.678620458,309.0599976,2.187293291,
310,0.05086728558,310,0.3052037358,310,0.6612747312,310,1.52601862,310,88.45821381,310,26.70532608,310,0.8138765693,310,1.119080305,310,1.373416781,310,1.882089615,
311.0700073,0.05086728558,311.0700073,0.2543364167,311.0700073,0.9664784074,311.0700073,1.576885939,311.0700073,77.87782288,311.0700073,22.02553558,311.0700073,0.6612747312,311.0700073,0.9156111479,311.0700073,1.271682262,311.0700073,1.729487777,
312,0.05086728558,312,0.3560710251,312,0.4578055739,312,1.373416781,312,71.87547302,312,21.56772995,312,0.8138765693,312,0.9664784074,312,1.068212986,312,1.4751513,
313.0700073,0.1526018679,313.0700073,0.3560710251,313.0700073,0.6104074717,313.0700073,1.017345667,313.0700073,66.73788452,313.0700073,19.99084473,313.0700073,0.8138765693,313.0700073,0.7121420503,313.0700073,0.8647438884,313.0700073,1.4751513,
314,0.1526018679,314,0.1526018679,314,0.4578055739,314,1.220814943,314,59.31125641,314,17.34574509,314,0.6104074717,314,0.9156111479,314,1.271682262,314,1.271682262,
315.0700073,0.1526018679,315.0700073,0.3560710251,315.0700073,0.4069382846,315.0700073,1.017345667,315.0700073,54.6823349,315.0700073,15.2601862,315.0700073,0.7121420503,315.0700073,0.7630093098,315.0700073,0.7121420503,315.0700073,1.271682262,
316,0.1526018679,316,0.3560710251,316,0.4578055739,316,1.017345667,316,49.29040146,316,14.54804325,316,0.5595401525,316,0.6612747312,316,0.8647438884,316,1.424284101,
317.0700073,0.1017345712,317.0700073,0.2543364167,317.0700073,0.4069382846,317.0700073,0.8138765693,317.0700073,46.54356766,317.0700073,13.32722855,317.0700073,0.8138765693,317.0700073,0.7630093098,317.0700073,0.8138765693,317.0700073,0.9664784074,
318,0.05086728558,318,0.2543364167,318,0.3560710251,318,1.017345667,318,43.89847183,318,12.7676897,318,0.6104074717,318,0.6104074717,318,0.7121420503,318,0.9664784074,
319.0700073,0.1017345712,319.0700073,0.3052037358,319.0700073,0.3560710251,319.0700073,0.7121420503,319.0700073,40.64296341,319.0700073,11.90294552,319.0700073,0.6104074717,319.0700073,0.5086728334,319.0700073,0.6104074717,319.0700073,1.119080305,
320,0.1526018679,320,0.2034691423,320,0.3560710251,320,0.8647438884,320,37.48918915,320,12.30988407,320,0.5086728334,320,0.5086728334,320,0.8647438884,320,0.6612747312,
320.9299927,0.1526018679,320.9299927,0.2543364167,320.9299927,0.4069382846,320.9299927,0.8138765693,320.9299927,36.31924438,320.9299927,10.83473206,320.9299927,0.4069382846,320.9299927,0.4578055739,320.9299927,0.6104074717,320.9299927,0.8138765693,
322.0299988,0.1017345712,322.0299988,0.2543364167,322.0299988,0.3560710251,322.0299988,0.7121420503,322.0299988,35.40363312,322.0299988,9.461315155,322.0299988,0.5086728334,322.0299988,0.4578055739,322.0299988,0.4578055739,322.0299988,0.6104074717,
322.9599915,0.1017345712,322.9599915,0.3560710251,322.9599915,0.3052037358,322.9599915,0.5595401525,322.9599915,34.38628387,322.9599915,9.35958004,322.9599915,0.3052037358,322.9599915,0.6612747312,322.9599915,0.6104074717,322.9599915,1.017345667,
324.0599976,0.1017345712,324.0599976,0.3052037358,324.0599976,0.4069382846,324.0599976,0.8138765693,324.0599976,32.14812469,324.0599976,9.156111717,324.0599976,0.4578055739,324.0599976,0.3560710251,324.0599976,0.7121420503,324.0599976,1.017345667,
325,0.1017345712,325,0.1526018679,325,0.3560710251,325,0.7121420503,325,29.04522133,325,8.850908279,325,0.3560710251,325,0.4069382846,325,0.6612747312,325,0.7121420503,
325.9299927,0.1526018679,325.9299927,0.2543364167,325.9299927,0.4578055739,325.9299927,0.5086728334,325.9299927,30.7747097,325.9299927,8.24050045,325.9299927,0.4069382846,325.9299927,0.4069382846,325.9299927,0.4578055739,325.9299927,0.9156111479,
327.0299988,0.05086728558,327.0299988,0.1526018679,327.0299988,0.4578055739,327.0299988,0.6612747312,327.0299988,29.24868965,327.0299988,8.443969727,327.0299988,0.3560710251,327.0299988,0.4069382846,327.0299988,0.5595401525,327.0299988,0.6104074717,
327.9599915,0.1017345712,327.9599915,0.05086728558,327.9599915,0.2034691423,327.9599915,0.6612747312,327.9599915,27.01053047,327.9599915,8.342235565,327.9599915,0.4578055739,327.9599915,0.3052037358,327.9599915,0.3560710251,327.9599915,0.9664784074,
329.0599976,0.1526018679,329.0599976,0.3052037358,329.0599976,0.2034691423,329.0599976,0.4578055739,329.0599976,26.60359001,329.0599976,8.393102646,329.0599976,0.4069382846,329.0599976,0.5086728334,329.0599976,0.5595401525,329.0599976,0.7630093098,
330,0.2034691423,330,0.2034691423,330,0.2543364167,330,0.7121420503,330,25.17930794,330,7.935296535,330,0.3052037358,330,0.3560710251,330,0.4578055739,330,0.8138765693,
331.0700073,0.1017345712,331.0700073,0.2034691423,331.0700073,0.4069382846,331.0700073,0.7121420503,331.0700073,25.38277626,331.0700073,7.121419907,331.0700073,0.3560710251,331.0700073,0.3052037358,331.0700073,0.4578055739,331.0700073,0.5595401525,
332,0.1526018679,332,0.2034691423,332,0.3052037358,332,0.4578055739,332,24.21282768,332,7.121419907,332,0.4069382846,332,0.5086728334,332,0.5086728334,332,0.5595401525,
333.0700073,0.1017345712,333.0700073,0.1526018679,333.0700073,0.2543364167,333.0700073,0.5595401525,333.0700073,24.61976814,333.0700073,7.019685745,333.0700073,0.3560710251,333.0700073,0.2543364167,333.0700073,0.5595401525,333.0700073,0.7630093098,
334,0.1017345712,334,0.2034691423,334,0.1526018679,334,0.6104074717,334,23.50068665,334,7.630093098,334,0.3052037358,334,0.2543364167,334,0.3560710251,334,0.3560710251,
335.0700073,0.2034691423,335.0700073,0.2034691423,335.0700073,0.3052037358,335.0700073,0.4578055739,335.0700073,22.73767853,335.0700073,6.460145473,335.0700073,0.3560710251,335.0700073,0.3052037358,335.0700073,0.5086728334,335.0700073,0.5086728334,
336,0.1017345712,336,0.1526018679,336,0.2034691423,336,0.4578055739,336,23.60242081,336,6.765349388,336,0.3560710251,336,0.4578055739,336,0.4069382846,336,0.4578055739,
337.0700073,0.1017345712,337.0700073,0.2034691423,337.0700073,0.2543364167,337.0700073,0.6104074717,337.0700073,21.9746685,337.0700073,6.511012554,337.0700073,0.2543364167,337.0700073,0.4069382846,337.0700073,0.5086728334,337.0700073,0.7121420503,
338,0,338,0.2034691423,338,0.3052037358,338,0.4578055739,338,22.07640266,338,6.714481831,338,0.5086728334,338,0.4069382846,338,0.3052037358,338,0.5595401525,
339.0700073,0.1526018679,339.0700073,0.1526018679,339.0700073,0.2034691423,339.0700073,0.6612747312,339.0700073,20.29604912,339.0700073,6.154942036,339.0700073,0.2543364167,339.0700073,0.3560710251,339.0700073,0.4069382846,339.0700073,0.6104074717,
340,0.1526018679,340,0.2543364167,340,0.3560710251,340,0.6104074717,340,22.22900391,340,5.697136402,340,0.3560710251,340,0.1526018679,340,0.4578055739,340,0.5595401525,
341.0700073,0.1017345712,341.0700073,0.2034691423,341.0700073,0.1526018679,341.0700073,0.5595401525,341.0700073,19.53303909,341.0700073,6.409277916,341.0700073,0.3560710251,341.0700073,0.3052037358,341.0700073,0.4069382846,341.0700073,0.7121420503,
342,0,342,0.05086728558,342,0.4069382846,342,0.5595401525,342,20.85558701,342,6.00233984,342,0.2543364167,342,0.3560710251,342,0.5086728334,342,0.6104074717,
343.0700073,0.05086728558,343.0700073,0.2543364167,343.0700073,0.2543364167,343.0700073,0.5595401525,343.0700073,20.44864845,343.0700073,6.256676197,343.0700073,0.1017345712,343.0700073,0.4069382846,343.0700073,0.4069382846,343.0700073,0.5086728334,
344,0.05086728558,344,0.1017345712,344,0.2543364167,344,0.5595401525,344,20.80471992,344,6.20580864,344,0.2543364167,344,0.3560710251,344,0.5086728334,344,0.5595401525,
345.0700073,0,345.0700073,0.1017345712,345.0700073,0.3052037358,345.0700073,0.4069382846,345.0700073,20.39778137,345.0700073,5.595401287,345.0700073,0.2034691423,345.0700073,0.2034691423,345.0700073,0.5086728334,345.0700073,0.3560710251,
346,0,346,0.1017345712,346,0.2543364167,346,0.3560710251,346,20.09257889,346,5.595401287,346,0.3560710251,346,0.3052037358,346,0.4069382846,346,0.4578055739,
347.0700073,0.1526018679,347.0700073,0.1017345712,347.0700073,0.2543364167,347.0700073,0.4578055739,347.0700073,19.53303909,347.0700073,5.697136402,347.0700073,0.2543364167,347.0700073,0.3560710251,347.0700073,0.5086728334,347.0700073,0.5086728334,
348,0.1017345712,348,0.2034691423,348,0.1526018679,348,0.5595401525,348,19.48217201,348,5.391932487,348,0.2543364167,348,0.4578055739,348,0.4578055739,348,0.6104074717,
349.0700073,0.05086728558,349.0700073,0.2543364167,349.0700073,0.2034691423,349.0700073,0.3052037358,349.0700073,19.63477135,349.0700073,5.137595654,349.0700073,0.2543364167,349.0700073,0.2034691423,349.0700073,0.4578055739,349.0700073,0.5086728334,
350,0.1017345712,350,0.1017345712,350,0.2543364167,350,0.4578055739,350,17.70181656,350,5.035861492,350,0.2543364167,350,0.3560710251,350,0.4069382846,350,0.5595401525,
351.0700073,0.1017345712,351.0700073,0.3052037358,351.0700073,0.2543364167,351.0700073,0.6104074717,351.0700073,19.12610054,351.0700073,5.646268845,351.0700073,0.2034691423,351.0700073,0.4069382846,351.0700073,0.4578055739,351.0700073,0.6104074717,
352,0.1526018679,352,0.1526018679,352,0.2543364167,352,0.6104074717,352,20.14344597,352,5.595401287,352,0.2543364167,352,0.3560710251,352,0.4578055739,352,0.4069382846,
353.0700073,0.1017345712,353.0700073,0.3560710251,353.0700073,0.2034691423,353.0700073,0.5086728334,353.0700073,18.56656075,353.0700073,5.798870564,353.0700073,0.3052037358,353.0700073,0.4069382846,353.0700073,0.3052037358,353.0700073,0.5595401525,
354,0.1526018679,354,0.1526018679,354,0.1526018679,354,0.5086728334,354,18.97349739,354,5.544534206,354,0.2543364167,354,0.4069382846,354,0.3052037358,354,0.7121420503,
355.0700073,0.1017345712,355.0700073,0.3052037358,355.0700073,0.3560710251,355.0700073,0.4578055739,355.0700073,19.83824158,355.0700073,5.239330769,355.0700073,0.3052037358,355.0700073,0.3560710251,355.0700073,0.3052037358,355.0700073,0.5595401525,
356,0.1526018679,356,0.05086728558,356,0.2034691423,356,0.5595401525,356,19.58390427,356,5.748003483,356,0.3560710251,356,0.4069382846,356,0.4069382846,356,0.6612747312,
357.0700073,0,357.0700073,0.05086728558,357.0700073,0.3560710251,357.0700073,0.4069382846,357.0700073,19.7873745,357.0700073,5.798870564,357.0700073,0.2543364167,357.0700073,0.4069382846,357.0700073,0.4578055739,357.0700073,0.6104074717,
358,0.1017345712,358,0.1526018679,358,0.2543364167,358,0.5086728334,358,19.68564034,358,5.544534206,358,0.3052037358,358,0.3560710251,358,0.3560710251,358,0.5086728334,
359.0700073,0.1526018679,359.0700073,0.2034691423,359.0700073,0.2034691423,359.0700073,0.6612747312,359.0700073,20.49951553,359.0700073,6.053206921,359.0700073,0.2543364167,359.0700073,0.3560710251,359.0700073,0.4069382846,359.0700073,0.4578055739,
360,0.1526018679,360,0.05086728558,360,0.2543364167,360,0.4069382846,360,20.09257889,360,4.984993935,360,0.2543364167,360,0.5595401525,360,0.3560710251,360,0.5086728334,
361.0700073,0.1017345712,361.0700073,0.2034691423,361.0700073,0.4069382846,361.0700073,0.5595401525,361.0700073,20.90645599,361.0700073,6.358410835,361.0700073,0.2543364167,361.0700073,0.3560710251,361.0700073,0.4069382846,361.0700073,0.5595401525,
362,0.1017345712,362,0.2543364167,362,0.3560710251,362,0.4578055739,362,19.83824158,362,5.849738121,362,0.3052037358,362,0.4069382846,362,0.3560710251,362,0.6612747312,
363.0700073,0.05086728558,363.0700073,0.1017345712,363.0700073,0.2543364167,363.0700073,0.4069382846,363.0700073,19.2278347,363.0700073,6.154942036,363.0700073,0.3560710251,363.0700073,0.3560710251,363.0700073,0.4578055739,363.0700073,0.5595401525,
364,0.2034691423,364,0.2543364167,364,0.2034691423,364,0.3560710251,364,21.05905724,364,6.20580864,364,0.3560710251,364,0.4069382846,364,0.5086728334,364,0.6104074717,
365.0700073,0.05086728558,365.0700073,0.2034691423,365.0700073,0.2543364167,365.0700073,0.6104074717,365.0700073,20.90645599,365.0700073,5.798870564,365.0700073,0.3052037358,365.0700073,0.4069382846,365.0700073,0.4069382846,365.0700073,0.5086728334,
366,0.1017345712,366,0.1017345712,366,0.2543364167,366,0.4578055739,366,20.95732307,366,6.20580864,366,0.5086728334,366,0.4069382846,366,0.3052037358,366,0.6612747312,
367.0700073,0.1526018679,367.0700073,0.1526018679,367.0700073,0.3560710251,367.0700073,0.5086728334,367.0700073,22.33073807,367.0700073,6.612747669,367.0700073,0.3052037358,367.0700073,0.4578055739,367.0700073,0.3560710251,367.0700073,0.7630093098,
368,0.05086728558,368,0.2543364167,368,0.3560710251,368,0.3560710251,368,22.43247414,368,6.765349388,368,0.3560710251,368,0.3052037358,368,0.3560710251,368,0.6104074717,
369.0700073,0.1526018679,369.0700073,0.1017345712,369.0700073,0.2543364167,369.0700073,0.5595401525,369.0700073,23.55155373,369.0700073,6.663614273,369.0700073,0.4578055739,369.0700073,0.3560710251,369.0700073,0.4069382846,369.0700073,0.6612747312,
370,0,370,0.1526018679,370,0.2543364167,370,0.6104074717,370,24.46716499,370,5.697136402,370,0.4069382846,370,0.3052037358,370,0.4578055739,370,0.7121420503,
371.0700073,0.1017345712,371.0700073,0.4069382846,371.0700073,0.2543364167,371.0700073,0.6612747312,371.0700073,24.1619606,371.0700073,6.409277916,371.0700073,0.4069382846,371.0700073,0.4578055739,371.0700073,0.4069382846,371.0700073,0.7630093098,
372,0.1526018679,372,0.2543364167,372,0.2034691423,372,0.4069382846,372,24.77236748,372,7.324889183,372,0.3560710251,372,0.4069382846,372,0.2543364167,372,0.6104074717,
373.0700073,0.05086728558,373.0700073,0.1526018679,373.0700073,0.2543364167,373.0700073,0.7121420503,373.0700073,26.29838753,373.0700073,7.731827259,373.0700073,0.3052037358,373.0700073,0.4069382846,373.0700073,0.4069382846,373.0700073,0.7630093098,
374,0.05086728558,374,0.2034691423,374,0.3560710251,374,0.6104074717,374,26.55272293,374,7.121419907,374,0.2543364167,374,0.3052037358,374,0.5086728334,374,0.7630093098,
375.0700073,0.1017345712,375.0700073,0.2543364167,375.0700073,0.1526018679,375.0700073,0.7121420503,375.0700073,27.01053047,375.0700073,7.324889183,375.0700073,0.2543364167,375.0700073,0.4578055739,375.0700073,0.6104074717,375.0700073,0.7630093098,
376,0.1017345712,376,0.1526018679,376,0.2543364167,376,0.6104074717,376,27.31573486,376,7.274021626,376,0.5595401525,376,0.3052037358,376,0.4578055739,376,0.7121420503,
377.0700073,0.1526018679,377.0700073,0.3052037358,377.0700073,0.3560710251,377.0700073,0.6612747312,377.0700073,27.57006836,377.0700073,7.172287464,377.0700073,0.4069382846,377.0700073,0.3052037358,377.0700073,0.5595401525,377.0700073,0.6104074717,
378,0.1526018679,378,0.3052037358,378,0.3560710251,378,0.5595401525,378,27.92614174,378,8.291367531,378,0.1017345712,378,0.3052037358,378,0.6104074717,378,0.6612747312,
379.0700073,0.1526018679,379.0700073,0.2543364167,379.0700073,0.3560710251,379.0700073,0.7630093098,379.0700073,28.63828278,379.0700073,8.494836807,379.0700073,0.3560710251,379.0700073,0.3052037358,379.0700073,0.4069382846,379.0700073,0.8138765693,
380,0.1017345712,380,0.2543364167,380,0.2543364167,380,0.5595401525,380,29.85909843,380,9.105244637,380,0.5086728334,380,0.3052037358,380,0.4069382846,380,0.7630093098,
381.0599976,0.1017345712,381.0599976,0.1526018679,381.0599976,0.3560710251,381.0599976,0.7121420503,381.0599976,30.57123947,381.0599976,9.054376602,381.0599976,0.3560710251,381.0599976,0.5595401525,381.0599976,0.5595401525,381.0599976,0.8138765693,
381.9599915,0.1017345712,381.9599915,0.3560710251,381.9599915,0.2543364167,381.9599915,0.9664784074,381.9599915,31.99552345,381.9599915,8.90177536,381.9599915,0.3560710251,381.9599915,0.4578055739,381.9599915,0.3560710251,381.9599915,0.5595401525,
383.0299988,0.1017345712,383.0299988,0.1526018679,383.0299988,0.3052037358,383.0299988,0.5595401525,383.0299988,30.7747097,383.0299988,9.003509521,383.0299988,0.2543364167,383.0299988,0.4578055739,383.0299988,0.6104074717,383.0299988,0.8138765693,
383.9299927,0.1017345712,383.9299927,0.1526018679,383.9299927,0.4069382846,383.9299927,0.5595401525,383.9299927,30.7747097,383.9299927,8.800041199,383.9299927,0.3560710251,383.9299927,0.4578055739,383.9299927,0.5595401525,383.9299927,0.8138765693,
385,0.1017345712,385,0.2543364167,385,0.5086728334,385,0.9156111479,385,32.04639435,385,9.613917351,385,0.5086728334,385,0.5595401525,385,0.5595401525,385,0.9664784074,
386.0599976,0.05086728558,386.0599976,0.2543364167,386.0599976,0.2543364167,386.0599976,0.6104074717,386.0599976,32.86026764,386.0599976,9.613917351,386.0599976,0.3560710251,386.0599976,0.3560710251,386.0599976,0.7121420503,386.0599976,0.5595401525,
386.9599915,0.1017345712,386.9599915,0.3052037358,386.9599915,0.4069382846,386.9599915,0.6104074717,386.9599915,32.9620018,386.9599915,9.105244637,386.9599915,0.4578055739,386.9599915,0.4578055739,386.9599915,0.5086728334,386.9599915,0.7121420503,
388.0299988,0,388.0299988,0.2034691423,388.0299988,0.5595401525,388.0299988,0.5595401525,388.0299988,32.9620018,388.0299988,9.817385674,388.0299988,0.6104074717,388.0299988,0.5086728334,388.0299988,0.6612747312,388.0299988,0.7121420503,
388.9299927,0.1526018679,388.9299927,0.4069382846,388.9299927,0.4069382846,388.9299927,0.5595401525,388.9299927,32.9620018,388.9299927,9.257846832,388.9299927,0.5595401525,388.9299927,0.5086728334,388.9299927,0.6612747312,388.9299927,0.8138765693,
390,0.1017345712,390,0.2034691423,390,0.3560710251,390,0.7121420503,390,33.87761307,390,10.22432423,390,0.2034691423,390,0.4578055739,390,0.7121420503,390,0.6612747312,
391.0700073,0.1017345712,391.0700073,0.3052037358,391.0700073,0.3560710251,391.0700073,0.5086728334,391.0700073,33.16547012,391.0700073,9.766519547,391.0700073,0.6612747312,391.0700073,0.6104074717,391.0700073,0.4578055739,391.0700073,0.8138765693,
392,0.1017345712,392,0.3052037358,392,0.4069382846,392,0.5086728334,392,33.92847824,392,10.93646717,392,0.4069382846,392,0.4578055739,392,0.7121420503,392,0.7121420503,
393.0700073,0.1017345712,393.0700073,0.2543364167,393.0700073,0.2543364167,393.0700073,0.7630093098,393.0700073,34.3354187,393.0700073,9.919120789,393.0700073,0.3560710251,393.0700073,0.5086728334,393.0700073,0.6612747312,393.0700073,0.5595401525,
394,0.1017345712,394,0.2034691423,394,0.3052037358,394,0.8138765693,394,35.50536728,394,9.919120789,394,0.7630093098,394,0.5086728334,394,0.4069382846,394,1.119080305,
395.0700073,0.2034691423,395.0700073,0.3052037358,395.0700073,0.3560710251,395.0700073,0.7121420503,395.0700073,35.65796661,395.0700073,10.07172298,395.0700073,0.4578055739,395.0700073,0.5086728334,395.0700073,0.6612747312,395.0700073,0.7121420503,
396,0.05086728558,396,0.3052037358,396,0.3560710251,396,0.6104074717,396,36.47184372,396,10.52952862,396,0.4069382846,396,0.6104074717,396,0.6612747312,396,0.7630093098,
397.0700073,0.1017345712,397.0700073,0.3560710251,397.0700073,0.3560710251,397.0700073,0.6612747312,397.0700073,37.23485565,397.0700073,10.88559914,397.0700073,0.3560710251,397.0700073,0.6104074717,397.0700073,0.7630093098,397.0700073,0.6612747312,
398,0.05086728558,398,0.1526018679,398,0.5595401525,398,0.8138765693,398,36.42097855,398,11.24167061,398,0.4069382846,398,0.4578055739,398,0.6612747312,398,0.9156111479,
399.0700073,0.1017345712,399.0700073,0.2034691423,399.0700073,0.4578055739,399.0700073,0.6612747312,399.0700073,37.13312149,399.0700073,10.83473206,399.0700073,0.7121420503,399.0700073,0.4578055739,399.0700073,0.7121420503,399.0700073,0.5595401525,
400,0.1526018679,400,0.3052037358,400,0.2543364167,400,0.6612747312,400,37.18399048,400,10.63126373,400,0.4578055739,400,0.4069382846,400,0.8138765693,400,0.9664784074,
401.0700073,0,401.0700073,0.3560710251,401.0700073,0.5595401525,401.0700073,0.7121420503,401.0700073,36.57357788,401.0700073,11.34340477,401.0700073,0.4578055739,401.0700073,0.6104074717,401.0700073,0.7121420503,401.0700073,0.7630093098,
402,0.1017345712,402,0.2543364167,402,0.2034691423,402,0.5595401525,402,37.13312149,402,11.59774113,402,0.4578055739,402,0.4069382846,402,0.6612747312,402,0.6612747312,
403.0700073,0.1526018679,403.0700073,0.3560710251,403.0700073,0.4578055739,403.0700073,0.7630093098,403.0700073,37.79439545,403.0700073,11.59774113,403.0700073,0.4578055739,403.0700073,0.3560710251,403.0700073,0.7121420503,403.0700073,0.7121420503,
404,0.2034691423,404,0.1526018679,404,0.4069382846,404,0.6104074717,404,37.74352646,404,10.4277935,404,0.4069382846,404,0.4069382846,404,0.7121420503,404,0.8647438884,
405.0700073,0.05086728558,405.0700073,0.3052037358,405.0700073,0.5086728334,405.0700073,0.7121420503,405.0700073,36.82791519,405.0700073,11.08906841,405.0700073,0.4069382846,405.0700073,0.6612747312,405.0700073,0.4069382846,405.0700073,0.9156111479,
406,0.1017345712,406,0.2543364167,406,0.3052037358,406,0.6612747312,406,37.43832016,406,11.59774113,406,0.6104074717,406,0.5086728334,406,0.6612747312,406,0.8647438884,
407.0700073,0.1017345712,407.0700073,0.3560710251,407.0700073,0.3560710251,407.0700073,0.6104074717,407.0700073,38.09959793,407.0700073,11.8012104,407.0700073,0.3560710251,407.0700073,0.7121420503,407.0700073,0.8138765693,407.0700073,0.6104074717,
408,0.1526018679,408,0.4578055739,408,0.4578055739,408,0.6104074717,408,37.59092331,408,10.93646717,408,0.5086728334,408,0.4578055739,408,0.8138765693,408,0.7630093098,
409.0700073,0.1526018679,409.0700073,0.2543364167,409.0700073,0.2543364167,409.0700073,0.7121420503,409.0700073,37.74352646,409.0700073,11.24167061,409.0700073,0.2034691423,409.0700073,0.6104074717,409.0700073,0.8647438884,409.0700073,0.7121420503,
410,0.1017345712,410,0.3052037358,410,0.4069382846,410,0.6612747312,410,37.89612961,410,11.13993549,410,0.4578055739,410,0.3560710251,410,0.5595401525,410,0.6612747312,
411.0599976,0.1526018679,411.0599976,0.3052037358,411.0599976,0.3052037358,411.0599976,0.6612747312,411.0599976,36.57357788,411.0599976,12.30988407,411.0599976,0.4578055739,411.0599976,0.5086728334,411.0599976,0.7121420503,411.0599976,0.6612747312,
411.9599915,0.2543364167,411.9599915,0.4069382846,411.9599915,0.3560710251,411.9599915,0.8138765693,411.9599915,37.23485565,411.9599915,11.08906841,411.9599915,0.4578055739,411.9599915,0.5086728334,411.9599915,0.5595401525,411.9599915,0.7121420503,
413.0299988,0.1526018679,413.0299988,0.3560710251,413.0299988,0.2543364167,413.0299988,0.7121420503,413.0299988,37.6417923,413.0299988,11.49600697,413.0299988,0.4578055739,413.0299988,0.6612747312,413.0299988,0.5595401525,413.0299988,0.8647438884,
413.9299927,0.2034691423,413.9299927,0.1526018679,413.9299927,0.5086728334,413.9299927,0.7121420503,413.9299927,36.98051834,413.9299927,11.85207844,413.9299927,0.4578055739,413.9299927,0.5595401525,413.9299927,0.5595401525,413.9299927,0.8138765693,
415,0.2034691423,415,0.2034691423,415,0.4069382846,415,0.7121420503,415,37.74352646,415,11.90294552,415,0.6612747312,415,0.5086728334,415,0.7121420503,415,0.7121420503,
416.0599976,0.1526018679,416.0599976,0.2543364167,416.0599976,0.4069382846,416.0599976,0.6612747312,416.0599976,37.54005814,416.0599976,10.5803957,416.0599976,0.4578055739,416.0599976,0.6612747312,416.0599976,0.8138765693,416.0599976,0.8138765693,
416.9599915,0.1526018679,416.9599915,0.3560710251,416.9599915,0.4578055739,416.9599915,0.8138765693,416.9599915,35.20016479,416.9599915,11.44513988,416.9599915,0.4578055739,416.9599915,0.5595401525,416.9599915,0.6612747312,416.9599915,0.8138765693,
418.0299988,0.3560710251,418.0299988,0.1526018679,418.0299988,0.3560710251,418.0299988,0.6612747312,418.0299988,36.37010956,418.0299988,10.73299694,418.0299988,0.4069382846,418.0299988,0.5595401525,418.0299988,0.8647438884,418.0299988,0.9156111479,
418.9299927,0.1017345712,418.9299927,0.3560710251,418.9299927,0.5086728334,418.9299927,0.8138765693,418.9299927,36.37010956,418.9299927,10.93646717,418.9299927,0.4578055739,418.9299927,0.6612747312,418.9299927,0.5595401525,418.9299927,0.7121420503,
420,0.1017345712,420,0.2543364167,420,0.2543364167,420,0.7121420503,420,36.21750641,420,11.13993549,420,0.5595401525,420,0.7121420503,420,0.5086728334,420,0.7121420503,
421.0599976,0.3052037358,421.0599976,0.2034691423,421.0599976,0.6612747312,421.0599976,0.6612747312,421.0599976,36.37010956,421.0599976,11.03820133,421.0599976,0.4578055739,421.0599976,0.6104074717,421.0599976,0.6612747312,421.0599976,0.7121420503,
421.9599915,0.2543364167,421.9599915,0.4069382846,421.9599915,0.6104074717,421.9599915,0.7121420503,421.9599915,35.65796661,421.9599915,10.78386497,421.9599915,0.6104074717,421.9599915,0.5086728334,421.9599915,0.6612747312,421.9599915,0.8647438884,
423.0299988,0.2543364167,423.0299988,0.3560710251,423.0299988,0.3560710251,423.0299988,0.7121420503,423.0299988,35.75970078,423.0299988,10.5803957,423.0299988,0.5595401525,423.0299988,0.6104074717,423.0299988,0.5595401525,423.0299988,0.8647438884,
423.9299927,0.3560710251,423.9299927,0.3052037358,423.9299927,0.4578055739,423.9299927,0.7121420503,423.9299927,35.20016479,423.9299927,11.19080257,423.9299927,0.4069382846,423.9299927,0.4578055739,423.9299927,0.7630093098,423.9299927,0.9156111479,
425,0.2543364167,425,0.3052037358,425,0.6104074717,425,0.6612747312,425,34.64062119,425,10.83473206,425,0.5595401525,425,0.4578055739,425,0.6612747312,425,0.6612747312,
426.0599976,0.2034691423,426.0599976,0.3052037358,426.0599976,0.4069382846,426.0599976,0.8138765693,426.0599976,33.21633911,426.0599976,10.47866154,426.0599976,0.6104074717,426.0599976,0.5595401525,426.0599976,0.3560710251,426.0599976,0.9664784074,
