Wavelength (nm),Intensity (a.u.),Z Axis,
,LED2_1,LED2_2,LED2_3,LED2_4,LED2_5,LED2_6
225,76.4535293579102,0.356071025133133,0.3052037358284,0.101734571158886,0.203469142317772,0.203469142317772
225.929992675781,80.7263870239258,0.203469142317772,0.254336416721344,0.1526018679142,0.1526018679142,0.101734571158886
227.029998779297,79.0986328125,0.406938284635544,0.101734571158886,0.203469142317772,0.101734571158886,0.050867285579443
227.960006713867,80.1668472290039,0.356071025133133,0.203469142317772,0.254336416721344,0.1526018679142,0.101734571158886
229.059997558594,79.6581726074219,0.356071025133133,0.101734571158886,0.3052037358284,0.1526018679142,0.101734571158886
230,80.0142440795898,0.356071025133133,0.050867285579443,0.203469142317772,0.101734571158886,0.101734571158886
230.929992675781,82.3032684326172,0.3052037358284,0.203469142317772,0.203469142317772,0.203469142317772,0.203469142317772
232.029998779297,81.0824584960937,0.254336416721344,0.203469142317772,0.203469142317772,0.203469142317772,0.050867285579443
232.960006713867,80.6755218505859,0.406938284635544,0.203469142317772,0.1526018679142,0.203469142317772,0.1526018679142
234.059997558594,81.7437286376953,0.254336416721344,0.203469142317772,0.254336416721344,0.1526018679142,0.203469142317772
235,82.4050064086914,0.3052037358284,0.203469142317772,0.1526018679142,0.203469142317772,0.1526018679142
235.929992675781,85.1518325805664,0.3052037358284,0.254336416721344,0.050867285579443,0.101734571158886,0.1526018679142
237.029998779297,85.4570388793945,0.254336416721344,0.3052037358284,0.1526018679142,0.203469142317772,0.101734571158886
237.960006713867,87.4408645629883,0.1526018679142,0.203469142317772,0.254336416721344,0.254336416721344,0.254336416721344
239.059997558594,87.0339279174805,0.356071025133133,0.203469142317772,0.1526018679142,0.254336416721344,0.254336416721344
240,87.7969436645508,0.356071025133133,0.254336416721344,0.1526018679142,0.101734571158886,0.1526018679142
240.929992675781,87.9495391845703,0.356071025133133,0.1526018679142,0.050867285579443,0.203469142317772,0.203469142317772
242.029998779297,86.9321975708008,0.356071025133133,0.203469142317772,0.254336416721344,0.254336416721344,0.203469142317772
242.960006713867,89.5772933959961,0.406938284635544,0.1526018679142,0.1526018679142,0.050867285579443,0.203469142317772
244.059997558594,87.4917373657227,0.3052037358284,0.203469142317772,0.3052037358284,0.356071025133133,0.1526018679142
245,91.0524444580078,0.254336416721344,0.203469142317772,0.3052037358284,0.1526018679142,0.203469142317772
245.929992675781,91.4085159301758,0.203469142317772,0.1526018679142,0.101734571158886,0.1526018679142,0.1526018679142
247.029998779297,90.0350952148438,0.3052037358284,0.1526018679142,0.3052037358284,0.203469142317772,0.3052037358284
247.960006713867,91.6628570556641,0.356071025133133,0.254336416721344,0.3052037358284,0.254336416721344,0.101734571158886
249.059997558594,93.3414688110352,0.254336416721344,0.356071025133133,0.3052037358284,0.254336416721344,0.1526018679142
250,95.3253021240234,0.3052037358284,0.203469142317772,0.203469142317772,0.101734571158886,0.203469142317772
250.929992675781,94.9692306518555,0.508672833442688,0.1526018679142,0.203469142317772,0.254336416721344,0.203469142317772
252.029998779297,96.7495803833008,0.254336416721344,0.050867285579443,0.101734571158886,0.050867285579443,0.101734571158886
252.960006713867,96.5461120605469,0.356071025133133,0.457805573940277,0.356071025133133,0.101734571158886,0.203469142317772
254.059997558594,99.59814453125,0.559540152549744,0.1526018679142,0.1526018679142,0,0.1526018679142
255,98.3264694213867,0.254336416721344,0.3052037358284,0.1526018679142,0.1526018679142,0.101734571158886
255.929992675781,99.7507476806641,0.254336416721344,0.203469142317772,0.1526018679142,0.356071025133133,0.3052037358284
257.029998779297,99.7507476806641,0.254336416721344,0.3052037358284,0.254336416721344,0.1526018679142,0.1526018679142
257.959991455078,100.768096923828,0.254336416721344,0.254336416721344,0.101734571158886,0.1526018679142,0.101734571158886
259.059997558594,102.497581481934,0.406938284635544,0.050867285579443,0.1526018679142,0.101734571158886,0.203469142317772
260,102.802787780762,0.356071025133133,0.203469142317772,0.254336416721344,0.1526018679142,0.254336416721344
260.929992675781,104.277938842773,0.406938284635544,0.203469142317772,0.3052037358284,0.203469142317772,0
262.029998779297,104.532272338867,0.356071025133133,0.1526018679142,0.203469142317772,0.3052037358284,0.1526018679142
262.959991455078,106.312629699707,0.3052037358284,0.203469142317772,0.1526018679142,0.203469142317772,0.203469142317772
264.059997558594,107.177375793457,0.356071025133133,0.1526018679142,0.203469142317772,0.3052037358284,0.203469142317772
265,107.329978942871,0.457805573940277,0.254336416721344,0.3052037358284,0.203469142317772,0.101734571158886
265.929992675781,110.076805114746,0.406938284635544,0.254336416721344,0.203469142317772,0.1526018679142,0.3052037358284
267.029998779297,110.076805114746,0.254336416721344,0.254336416721344,0.254336416721344,0.101734571158886,0.203469142317772
267.959991455078,110.17854309082,0.3052037358284,0.254336416721344,0.101734571158886,0.1526018679142,0.356071025133133
269.059997558594,113.535781860352,0.356071025133133,0.101734571158886,0.101734571158886,0.203469142317772,0.1526018679142
270,116.486083984375,0.356071025133133,0.101734571158886,0.508672833442688,0.101734571158886,0.356071025133133
271.070007324219,115.824813842773,0.356071025133133,0.203469142317772,0.203469142317772,0.203469142317772,0.254336416721344
272,117.350830078125,0.406938284635544,0.1526018679142,0.3052037358284,0.050867285579443,0.101734571158886
273.070007324219,121.267608642578,0.406938284635544,0.1526018679142,0.203469142317772,0.203469142317772,0.203469142317772
274,122.284957885742,0.356071025133133,0.406938284635544,0.356071025133133,0.1526018679142,0.1526018679142
275.070007324219,122.53929901123,0.254336416721344,0.203469142317772,0.203469142317772,0.203469142317772,0.1526018679142
276,125.693069458008,0.254336416721344,0.3052037358284,0.1526018679142,0.1526018679142,0.203469142317772
277.070007324219,125.947402954102,0.457805573940277,0.203469142317772,0.203469142317772,0.203469142317772,0.254336416721344
278,125.2861328125,0.457805573940277,0.1526018679142,0.203469142317772,0.203469142317772,0.050867285579443
279.070007324219,130.321990966797,0.457805573940277,0.1526018679142,0.254336416721344,0.203469142317772,0.1526018679142
280,132.153213500977,0.356071025133133,0.254336416721344,0.508672833442688,0.203469142317772,0.203469142317772
280.929992675781,130.576324462891,0.356071025133133,0.356071025133133,0.254336416721344,0.3052037358284,0.050867285579443
282.029998779297,134.086166381836,0.559540152549744,0.406938284635544,0.254336416721344,0.050867285579443,0.254336416721344
282.959991455078,135.154388427734,0.356071025133133,0.101734571158886,0.254336416721344,0.406938284635544,0.1526018679142
284.059997558594,137.596008300781,0.406938284635544,0.254336416721344,0.254336416721344,0.356071025133133,0.1526018679142
285,138.715087890625,0.406938284635544,0.356071025133133,0.254336416721344,0.1526018679142,0.3052037358284
285.929992675781,139.732437133789,0.406938284635544,0.3052037358284,0.203469142317772,0.1526018679142,0.1526018679142
287.029998779297,143.95442199707,0.508672833442688,0.254336416721344,0.203469142317772,0.254336416721344,0.254336416721344
287.959991455078,144.9208984375,0.457805573940277,0.3052037358284,0.406938284635544,0.3052037358284,0.1526018679142
289.059997558594,147.718612670898,0.3052037358284,0.203469142317772,0.254336416721344,0.203469142317772,0.1526018679142
290,148.48161315918,0.457805573940277,0.3052037358284,0.254336416721344,0.101734571158886,0.3052037358284
291.070007324219,151.635375976562,0.508672833442688,0.3052037358284,0.3052037358284,0.254336416721344,0.1526018679142
292,152.601867675781,0.457805573940277,0.254336416721344,0.254336416721344,0.356071025133133,0.406938284635544
293.070007324219,154.433090209961,0.457805573940277,0.356071025133133,0.1526018679142,0.3052037358284,0.356071025133133
294,159.977615356445,0.457805573940277,0.254336416721344,0.1526018679142,0.3052037358284,0.254336416721344
295.070007324219,159.265472412109,0.66127473115921,0.1526018679142,0.356071025133133,0.1526018679142,0.406938284635544
296,161.961441040039,0.559540152549744,0.203469142317772,0.3052037358284,0.254336416721344,0.254336416721344
297.070007324219,164.860870361328,0.356071025133133,0.356071025133133,0.3052037358284,0.3052037358284,0.203469142317772
298,166.590362548828,0.508672833442688,0.254336416721344,0.254336416721344,0.254336416721344,0.356071025133133
299.070007324219,166.539505004883,0.66127473115921,0.457805573940277,0.356071025133133,0.3052037358284,0.3052037358284
300,167.251647949219,0.508672833442688,0.457805573940277,0.254336416721344,0.254336416721344,0.203469142317772
300.929992675781,171.117553710938,0.406938284635544,0.406938284635544,0.3052037358284,0.1526018679142,0.356071025133133
302.029998779297,175.848220825195,0.356071025133133,0.254336416721344,0.101734571158886,0.203469142317772,0.203469142317772
302.959991455078,180.171936035156,0.559540152549744,0.406938284635544,0.254336416721344,0.254336416721344,0.1526018679142
304.059997558594,178.747650146484,0.66127473115921,0.356071025133133,0.254336416721344,0.203469142317772,0.3052037358284
305,180.680603027344,0.610407471656799,0.356071025133133,0.1526018679142,0.254336416721344,0.203469142317772
305.929992675781,181.341873168945,0.406938284635544,0.254336416721344,0.254336416721344,0.3052037358284,0.3052037358284
307.029998779297,185.055191040039,0.457805573940277,0.356071025133133,0.406938284635544,0.508672833442688,0.203469142317772
307.959991455078,187.242477416992,0.559540152549744,0.559540152549744,0.203469142317772,0.356071025133133,0.356071025133133
309.059997558594,188.361572265625,0.508672833442688,0.1526018679142,0.406938284635544,0.203469142317772,0.356071025133133
310,190.548858642578,0.610407471656799,0.356071025133133,0.3052037358284,0.356071025133133,0.203469142317772
311.070007324219,196.449462890625,0.712142050266266,0.356071025133133,0.254336416721344,0.356071025133133,0.254336416721344
312,196.958145141602,0.610407471656799,0.406938284635544,0.508672833442688,0.356071025133133,0.406938284635544
313.070007324219,198.738479614258,0.66127473115921,0.356071025133133,0.356071025133133,0.254336416721344,0.254336416721344
314,198.535018920898,0.66127473115921,0.3052037358284,0.406938284635544,0.3052037358284,0.356071025133133
315.070007324219,199.654098510742,0.66127473115921,0.356071025133133,0.3052037358284,0.254336416721344,0.254336416721344
316,204.740844726562,0.559540152549744,0.457805573940277,0.3052037358284,0.3052037358284,0.457805573940277
317.070007324219,207.487655639648,0.712142050266266,0.254336416721344,0.254336416721344,0.356071025133133,0.356071025133133
318,205.758178710938,0.813876569271088,0.457805573940277,0.457805573940277,0.3052037358284,0.254336416721344
319.070007324219,213.184799194336,0.915611147880554,0.406938284635544,0.254336416721344,0.406938284635544,0.356071025133133
320,216.745513916016,0.712142050266266,0.559540152549744,0.203469142317772,0.3052037358284,0.508672833442688
320.929992675781,222.035705566406,0.712142050266266,0.3052037358284,0.457805573940277,0.559540152549744,0.203469142317772
322.029998779297,221.781372070313,0.915611147880554,0.406938284635544,0.457805573940277,0.3052037358284,0.3052037358284
322.959991455078,229.055389404297,0.864743888378143,0.356071025133133,0.610407471656799,0.406938284635544,0.3052037358284
324.059997558594,230.123611450195,1.11908030509949,0.559540152549744,0.457805573940277,0.508672833442688,0.356071025133133
325,241.517883300781,1.11908030509949,0.508672833442688,0.457805573940277,0.3052037358284,0.356071025133133
325.929992675781,241.009201049805,1.01734566688538,0.508672833442688,0.610407471656799,0.254336416721344,0.508672833442688
327.029998779297,247.316741943359,0.864743888378143,0.457805573940277,0.356071025133133,0.457805573940277,0.3052037358284
327.959991455078,246.706329345703,1.01734566688538,0.457805573940277,0.559540152549744,0.203469142317772,0.406938284635544
329.059997558594,253.573425292969,1.01734566688538,0.559540152549744,0.508672833442688,0.559540152549744,0.457805573940277
330,264.255554199219,0.763009309768677,0.712142050266266,0.3052037358284,0.559540152549744,0.356071025133133
331.070007324219,264.102966308594,1.16994750499725,0.508672833442688,0.356071025133133,0.559540152549744,0.508672833442688
332,273.1064453125,1.2208149433136,0.559540152549744,0.457805573940277,0.406938284635544,0.610407471656799
333.070007324219,277.989715576172,1.16994750499725,0.610407471656799,0.559540152549744,0.66127473115921,0.457805573940277
334,277.786254882813,1.16994750499725,0.508672833442688,0.457805573940277,0.457805573940277,0.508672833442688
335.070007324219,289.994415283203,1.16994750499725,0.763009309768677,0.610407471656799,0.559540152549744,0.356071025133133
336,296.251098632812,1.11908030509949,0.508672833442688,0.559540152549744,0.66127473115921,0.508672833442688
337.070007324219,299.404846191406,1.2208149433136,0.508672833442688,0.813876569271088,0.610407471656799,0.66127473115921
338,304.84765625,1.2208149433136,0.610407471656799,0.559540152549744,0.406938284635544,0.508672833442688
339.070007324219,316.547119140625,1.4751513004303,0.508672833442688,0.712142050266266,0.66127473115921,0.457805573940277
340,321.989929199219,1.27168226242065,0.610407471656799,0.406938284635544,0.508672833442688,0.66127473115921
341.070007324219,331.909057617188,1.16994750499725,0.966478407382965,0.508672833442688,0.66127473115921,0.508672833442688
342,341.319488525391,1.4751513004303,0.66127473115921,0.508672833442688,0.66127473115921,0.508672833442688
343.070007324219,354.748443603516,1.2208149433136,0.712142050266266,0.457805573940277,0.457805573940277,0.508672833442688
344,355.511444091797,1.11908030509949,0.712142050266266,0.66127473115921,0.712142050266266,0.508672833442688
345.070007324219,368.635223388672,1.42428410053253,0.864743888378143,0.763009309768677,0.508672833442688,0.508672833442688
346,385.930114746094,1.4751513004303,0.712142050266266,0.763009309768677,0.610407471656799,0.66127473115921
347.070007324219,402.258514404297,1.52601861953735,0.712142050266266,0.508672833442688,0.712142050266266,0.610407471656799
348,413.042358398438,1.42428410053253,0.813876569271088,0.763009309768677,0.610407471656799,0.66127473115921
349.070007324219,436.543060302734,1.78035497665405,0.763009309768677,0.559540152549744,0.864743888378143,0.508672833442688
350,460.806762695313,1.62775313854218,0.763009309768677,0.610407471656799,0.610407471656799,0.763009309768677
351.070007324219,501.704040527344,2.18729329109192,0.915611147880554,0.864743888378143,0.763009309768677,0.813876569271088
352,542.855651855469,1.98382413387299,1.06821298599243,0.66127473115921,0.763009309768677,0.712142050266266
353.070007324219,649.626159667969,3.05203723907471,1.2208149433136,0.966478407382965,1.01734566688538,0.813876569271088
354,747.138732910156,3.20463895797729,1.42428410053253,1.32254946231842,1.57688593864441,1.11908030509949
355.070007324219,1000,5.84973812103271,2.4416298866272,2.39076256752014,1.83122229576111,1.72948777675629
356,1000,12.1064138412476,6.05320692062378,5.08672904968262,4.78152513504028,4.27285194396973
357.070007324219,1000,31.3851165771484,15.9214601516724,12.767689704895,12.6150875091553,11.0382013320923
358,1000,63.6349754333496,30.0625667572022,25.9931831359863,24.0093593597412,21.3642597198486
359.070007324219,1000,118.215576171875,58.1921730041504,49.4430046081543,47.3574447631836,43.5423965454102
360,1000,186.632080078125,89.4755554199219,77.4708786010742,75.9957275390625,66.68701171875
361.070007324219,1000,301.388671875,150.109359741211,126.710418701172,126.303482055664,111.602828979492
362,1000,444.987030029297,226.003356933594,192.736145019531,184.139572143555,162.012313842773
363.070007324219,1000,631.212158203125,316.801452636719,268.426696777344,259.52490234375,232.209167480469
364,1000,805.076538085938,406.836578369141,347.169250488281,331.196899414063,301.592132568359
365.070007324219,1000,1000,526.018615722656,453.888793945313,440.103759765625,392.135925292969
366,1000,1000,650.338317871094,553.029113769531,532.529663085937,483.442687988281
367.070007324219,1000,1000,833.511352539063,708.886474609375,668.396179199219,612.442138671875
368,1000,1000,957.017150878906,821.506652832031,780.253295898438,708.683044433594
369.070007324219,1000,1000,1000,897.451538085938,864.438659667969,774.200134277344
370,1000,1000,1000,894.196044921875,849.076721191406,756.9052734375
371.070007324219,1000,1000,895.060791015625,782.288024902344,736.45654296875,668.192687988281
372,1000,1000,708.73388671875,619.767028808594,580.395751953125,528.409362792969
373.070007324219,1000,1000,539.498474121094,468.589447021484,441.629791259766,404.394927978516
374,1000,867.134643554687,442.087585449219,384.200622558594,364.667602539063,332.214263916016
375.070007324219,1000,695.864501953125,369.499969482422,311.918212890625,298.031463623047,268.426696777344
376,1000,617.325439453125,323.007293701172,278.803588867187,267.256744384766,239.788391113281
377.070007324219,1000,539.854553222656,280.736572265625,243.247375488281,235.617279052734,203.774353027344
378,1000,478.305114746094,250.928344726562,210.743179321289,204.689971923828,184.95344543457
379.070007324219,1000,413.296691894531,216.084243774414,186.988143920898,177.83203125,163.334854125977
380,1000,349.051330566406,182.511825561523,157.129043579102,148.990295410156,135.052658081055
381.059997558594,1000,277.684509277344,142.377532958984,124.370513916016,118.571647644043,108.296455383301
381.959991455078,1000,218.52587890625,112.569313049316,98.9368743896484,97.0039138793945,85.7622451782227
383.029998779297,1000,163.334854125977,85.8639755249023,74.7240447998047,70.0442581176758,64.601448059082
383.929992675781,1000,136.782135009766,72.9436874389648,61.702018737793,57.1748313903809,51.4776916503906
385,1000,107.686050415039,56.8187599182129,49.7482070922852,48.7817306518555,43.6949996948242
386.059997558594,1000,94.1553497314453,48.2221870422363,43.0337257385254,39.625617980957,35.0984306335449
386.959991455078,1000,81.5911254882813,43.6441345214844,37.1331214904785,36.4209785461426,33.8267478942871
388.029998779297,1000,72.7910842895508,38.6591377258301,33.0637359619141,30.5712394714355,28.6891498565674
388.929992675781,1000,64.1436538696289,33.5724105834961,28.6382827758789,28.2822113037109,26.1457862854004
390,1000,54.9366683959961,29.7573642730713,24.9758377075195,23.5006866455078,22.1781368255615
391.070007324219,1000,43.9493370056152,24.6706352233887,20.1943130493164,19.3804378509521,18.7700290679932
392,1000,39.4221458435059,19.5839042663574,17.4983463287354,16.3283996582031,15.2601861953735
393.070007324219,1000,30.4186382293701,15.6671237945557,13.6324329376221,13.4289636611938,12.3098840713501
394,1000,24.8232345581055,13.1237602233887,11.8012104034424,11.8012104034424,10.071722984314
395.070007324219,1000,20.3469161987305,10.7838649749756,9.51218223571777,8.80004119873047,7.93529653549194
396,1000,18.9226303100586,9.30871391296387,8.39310264587402,7.93529653549194,7.01968574523926
397.070007324219,1000,15.6162567138672,8.39310264587402,7.37575674057007,6.91795110702515,7.01968574523926
398,1000,14.8532476425171,7.07055282592773,6.66361427307129,5.64626884460449,5.54453420639038
399.070007324219,1000,12.2081489562988,6.56188011169434,5.7480034828186,6.05320692062378,4.78152513504028
400,1000,11.2416706085205,6.0023398399353,5.08672904968262,4.47632122039795,4.12025022506714
401.070007324219,1000,9.71565246582031,4.73065757751465,4.73065757751465,3.86591362953186,4.01851558685303
402,1000,8.4439697265625,4.57805585861206,3.91678094863892,3.81504654884338,3.05203723907471
403.070007324219,1000,7.88442993164062,4.12025022506714,3.45897555351257,3.35724091529846,3.15377187728882
404,1000,6.40927791595459,3.40810823440552,3.35724091529846,2.6959662437439,2.64509892463684
405.070007324219,1000,5.79887056350708,3.10290431976318,3.10290431976318,2.59423160552979,2.08555889129639
406,1000,5.08672904968262,2.6959662437439,2.6959662437439,2.49249696731567,1.88208961486816
407.070007324219,1000,4.52718830108643,2.08555889129639,2.28902792930603,2.28902792930603,1.93295681476593
408,1000,3.86591362953186,2.33989500999451,1.93295681476593,1.52601861953735,1.83122229576111
409.070007324219,1000,3.66244459152222,1.93295681476593,1.98382413387299,1.52601861953735,1.62775313854218
410,1000,3.66244459152222,1.93295681476593,2.13642597198486,1.52601861953735,1.42428410053253
411.059997558594,1000,3.05203723907471,1.67862045764923,1.72948777675629,1.42428410053253,1.16994750499725
411.959991455078,1000,3.15377187728882,1.67862045764923,1.2208149433136,1.32254946231842,1.27168226242065
413.029998779297,1000,2.54336452484131,1.52601861953735,1.4751513004303,1.16994750499725,1.42428410053253
413.929992675781,1000,2.59423160552979,1.57688593864441,1.37341678142548,1.27168226242065,1.2208149433136
415,983.264709472656,2.33989500999451,1.4751513004303,1.32254946231842,0.915611147880554,0.813876569271088
416.059997558594,891.296630859375,2.39076256752014,1.2208149433136,1.06821298599243,1.2208149433136,0.915611147880554
416.959991455078,827.865112304687,1.98382413387299,0.966478407382965,1.01734566688538,1.2208149433136,0.864743888378143
418.029998779297,761.483337402344,2.23816061019897,1.06821298599243,0.915611147880554,1.4751513004303,1.11908030509949
418.929992675781,716.313110351562,2.13642597198486,1.11908030509949,0.864743888378143,1.01734566688538,0.966478407382965
420,661.274719238281,1.93295681476593,1.01734566688538,0.915611147880554,0.763009309768677,0.763009309768677
421.059997558594,608.067565917969,1.83122229576111,0.915611147880554,0.813876569271088,0.66127473115921,0.712142050266266
421.959991455078,578.004943847656,1.62775313854218,1.06821298599243,0.763009309768677,0.813876569271088,0.712142050266266
423.029998779297,552.113525390625,1.37341678142548,0.813876569271088,0.813876569271088,0.813876569271088,0.813876569271088
423.929992675781,520.372314453125,1.4751513004303,0.813876569271088,0.66127473115921,0.66127473115921,0.66127473115921
425,491.937561035156,1.52601861953735,0.66127473115921,0.966478407382965,0.864743888378143,0.864743888378143
426.059997558594,470.675018310547,1.52601861953735,0.915611147880554,0.813876569271088,0.966478407382965,0.610407471656799
426.959991455078,441.884124755859,1.37341678142548,1.01734566688538,0.559540152549744,0.763009309768677,0.66127473115921
428.029998779297,421.842437744141,1.57688593864441,1.16994750499725,0.508672833442688,0.559540152549744,0.864743888378143
428.929992675781,400.172943115234,1.37341678142548,0.763009309768677,0.559540152549744,0.813876569271088,0.610407471656799
430,381.504669189453,1.42428410053253,0.66127473115921,0.712142050266266,0.66127473115921,0.610407471656799
431.059997558594,366.091888427734,1.4751513004303,1.06821298599243,0.915611147880554,0.559540152549744,0.610407471656799
431.959991455078,347.728790283203,1.4751513004303,0.864743888378143,0.66127473115921,0.813876569271088,0.559540152549744
433.029998779297,328.24658203125,1.27168226242065,0.966478407382965,0.610407471656799,0.610407471656799,0.763009309768677
433.929992675781,321.532135009766,1.06821298599243,0.712142050266266,0.559540152549744,0.610407471656799,0.712142050266266
435,301.948211669922,1.37341678142548,0.966478407382965,0.864743888378143,0.864743888378143,0.763009309768677
436.059997558594,289.129669189453,1.57688593864441,1.01734566688538,0.763009309768677,0.763009309768677,0.813876569271088
436.959991455078,283.4833984375,1.62775313854218,0.813876569271088,0.66127473115921,0.864743888378143,0.864743888378143
438.029998779297,268.4775390625,1.78035497665405,1.01734566688538,0.813876569271088,1.27168226242065,0.915611147880554
438.929992675781,263.136474609375,1.4751513004303,0.966478407382965,1.06821298599243,1.01734566688538,0.813876569271088
440,244.620788574219,1.93295681476593,0.966478407382965,0.813876569271088,0.966478407382965,0.966478407382965
441.059997558594,238.974517822266,1.72948777675629,1.27168226242065,1.32254946231842,1.2208149433136,1.37341678142548
441.959991455078,237.550231933594,1.88208961486816,0.966478407382965,1.27168226242065,1.27168226242065,1.06821298599243
443.029998779297,226.257690429687,1.98382413387299,1.27168226242065,1.01734566688538,1.11908030509949,1.2208149433136
443.929992675781,220.560546875,2.6959662437439,1.27168226242065,1.11908030509949,1.32254946231842,1.11908030509949
445,214.2021484375,2.39076256752014,1.4751513004303,1.27168226242065,1.11908030509949,1.62775313854218
446.059997558594,202.604400634766,2.39076256752014,1.42428410053253,1.37341678142548,1.4751513004303,1.83122229576111
446.959991455078,201.89225769043,2.49249696731567,1.93295681476593,1.57688593864441,1.93295681476593,1.72948777675629
448.029998779297,198.026336669922,2.74683356285095,1.72948777675629,1.62775313854218,1.83122229576111,1.98382413387299
448.929992675781,190.243667602539,2.74683356285095,1.98382413387299,1.88208961486816,1.98382413387299,1.57688593864441
450,184.546508789062,2.59423160552979,1.93295681476593,1.72948777675629,1.67862045764923,1.88208961486816
451.059997558594,180.782333374023,2.6959662437439,1.72948777675629,1.57688593864441,1.83122229576111,1.52601861953735
451.959991455078,174.525665283203,2.74683356285095,1.62775313854218,1.57688593864441,1.4751513004303,1.78035497665405
453.029998779297,171.575347900391,2.9503026008606,1.72948777675629,1.93295681476593,1.93295681476593,1.72948777675629
453.929992675781,170.354537963867,3.10290431976318,1.88208961486816,1.72948777675629,1.57688593864441,1.52601861953735
455,168.319854736328,2.59423160552979,1.62775313854218,1.62775313854218,1.78035497665405,1.62775313854218
456.059997558594,159.977615356445,2.23816061019897,1.42428410053253,1.32254946231842,1.78035497665405,1.72948777675629
456.959991455078,158.197265625,2.08555889129639,1.37341678142548,1.4751513004303,1.32254946231842,1.27168226242065
458.029998779297,155.348693847656,2.08555889129639,1.27168226242065,1.37341678142548,1.57688593864441,1.4751513004303
458.929992675781,152.194915771484,2.03469133377075,1.27168226242065,1.37341678142548,1.37341678142548,1.32254946231842
460,148.176406860352,2.08555889129639,1.32254946231842,1.37341678142548,1.27168226242065,1.06821298599243
461.059997558594,146.955596923828,2.03469133377075,1.2208149433136,1.2208149433136,0.966478407382965,1.27168226242065
461.959991455078,143.852676391602,1.72948777675629,1.16994750499725,1.16994750499725,1.11908030509949,1.06821298599243
463.029998779297,139.579833984375,1.62775313854218,1.27168226242065,1.2208149433136,1.06821298599243,1.16994750499725
463.929992675781,137.901214599609,1.57688593864441,1.06821298599243,0.915611147880554,0.864743888378143,1.01734566688538
465,133.526626586914,1.4751513004303,1.06821298599243,0.763009309768677,0.915611147880554,0.813876569271088
466.059997558594,136.527786254883,1.83122229576111,1.2208149433136,0.66127473115921,1.11908030509949,0.966478407382965
466.959991455078,133.882705688477,1.37341678142548,0.763009309768677,0.966478407382965,0.712142050266266,0.712142050266266
468.029998779297,132.50927734375,1.27168226242065,1.11908030509949,0.813876569271088,0.66127473115921,0.813876569271088
468.929992675781,128.287307739258,0.966478407382965,0.763009309768677,0.559540152549744,0.813876569271088,0.763009309768677
470,127.931221008301,1.37341678142548,0.610407471656799,0.864743888378143,0.712142050266266,1.06821298599243
